household_id,settlement_id,settlement_name,ward_code,lga_code,head_of_household_initials,structure_number,children_under5_last_round,last_visit_date,consent_to_follow_up,gps_longitude,gps_latitude
BAN-001118,S00777,Umdule,W008,LGA01,Z. Yaro,142,0,2025-12-04,yes,7.447063,10.963055
BAN-001119,S00777,Umdule,W008,LGA01,H. Umar,244,1,2025-10-27,yes,7.446461,10.964449
BAN-001120,S00777,Umdule,W008,LGA01,R. Cham,107,4,2025-10-07,yes,7.44656,10.962244
BAN-001121,S00777,Umdule,W008,LGA01,I. Cham,72,3,2025-11-23,yes,7.446818,10.964579
BAN-001122,S01219,Kuwawa,W015,LGA01,Y. Zubi,18,1,2025-10-02,yes,7.713718,11.301243
BAN-001123,S01219,Kuwawa,W015,LGA01,F. Dogo,242,3,2025-10-13,yes,7.713072,11.302178
BAN-001124,S01219,Kuwawa,W015,LGA01,S. Kabo,37,3,2025-10-09,yes,7.712461,11.299945
BAN-001125,S00604,Adtiri,W007,LGA01,Y. Dogo,135,4,2025-10-04,yes,7.394215,11.239418
BAN-001126,S00604,Adtiri,W007,LGA01,R. Ede,99,0,2025-10-22,yes,7.39369,11.240208
BAN-001127,S00604,Adtiri,W007,LGA01,H. Yaro,74,3,2025-11-04,yes,7.39446,11.240724
BAN-001128,S02422,Ibjifa,W038,LGA03,I. Cham,206,4,2025-10-01,yes,8.329152,11.449676
BAN-001129,S01940,Ummatu,W030,LGA04,S. Funo,116,1,2025-11-08,yes,7.909396,10.605156
BAN-001130,S02105,Ibbemi,W033,LGA03,F. Zubi,191,2,2025-11-21,yes,7.976671,11.168969
BAN-001131,S02105,Ibbemi,W033,LGA03,F. Nura,202,0,2025-10-15,yes,7.97705,11.170224
BAN-001132,S02105,Ibbemi,W033,LGA03,U. Wada,187,4,2025-10-24,yes,7.97464,11.169784
BAN-001133,S02105,Ibbemi,W033,LGA03,A. Lami,137,4,2025-12-03,yes,7.976546,11.170791
BAN-001134,S00567,Fabema,W007,LGA01,K. Cham,137,3,2025-11-28,yes,7.375327,11.22213
BAN-001135,S00567,Fabema,W007,LGA01,I. Oje,101,1,2025-11-14,yes,7.37777,11.220843
BAN-001136,S01323,Majita,W018,LGA02,K. Lami,119,0,2025-12-02,yes,7.642264,10.655359
BAN-001137,S01323,Majita,W018,LGA02,S. Dogo,205,0,2025-11-02,yes,7.642954,10.654065
BAN-001138,S01323,Majita,W018,LGA02,K. Pama,157,1,2025-10-25,no,7.643008,10.654515
BAN-001139,S00994,Gushatu,W013,LGA02,F. Funo,170,1,2025-10-06,yes,7.480116,10.562812
BAN-001140,S00994,Gushatu,W013,LGA02,R. Isa,226,3,2025-11-20,yes,7.480371,10.562777
BAN-001141,S00830,Tazari,W010,LGA02,H. Cham,142,0,2025-11-03,yes,7.430035,10.776211
BAN-001142,S00830,Tazari,W010,LGA02,K. Nura,80,1,2025-12-08,yes,7.429434,10.776011
BAN-001143,S00830,Tazari,W010,LGA02,A. Pama,183,4,2025-10-09,yes,7.429809,10.77719
BAN-001144,S00830,Tazari,W010,LGA02,H. Jibo,143,1,2025-11-20,yes,7.428657,10.776992
BAN-001145,S00960,Kalama,W013,LGA02,A. Jibo,69,0,2025-12-01,yes,7.485381,10.675305
BAN-001146,S01839,Gutsile,W028,LGA04,I. Kabo,104,4,2025-10-25,yes,7.881995,10.86199
BAN-001147,S01839,Gutsile,W028,LGA04,S. Yaro,58,0,2025-10-01,yes,7.883069,10.85982
BAN-001148,S00823,Bazawo,W009,LGA02,R. Rabi,146,0,2025-10-14,yes,7.495057,11.03358
BAN-001149,S01375,Lotifa-Sabo,W019,LGA04,R. Nura,2,3,2025-11-26,yes,7.690969,10.972309
BAN-001150,S01375,Lotifa-Sabo,W019,LGA04,B. Oje,151,0,2025-11-08,yes,7.69182,10.971615
BAN-001151,S01375,Lotifa-Sabo,W019,LGA04,U. Nura,237,0,2025-10-29,yes,7.690735,10.970762
BAN-001152,S01375,Lotifa-Sabo,W019,LGA04,M. Lami,197,4,2025-12-04,yes,7.69063,10.970006
BAN-001153,S00096,Okkotu,W001,LGA01,I. Abu,43,0,2025-11-13,yes,7.049856,11.054255
BAN-001154,S01215,Kudumi-Kudu,W015,LGA01,U. Gani,160,3,2025-10-13,yes,7.540846,11.248868
BAN-001155,S01215,Kudumi-Kudu,W015,LGA01,A. Oje,88,3,2025-11-30,yes,7.540714,11.250995
BAN-001156,S01215,Kudumi-Kudu,W015,LGA01,R. Haru,156,2,2025-12-07,yes,7.537664,11.250567
BAN-001157,S01215,Kudumi-Kudu,W015,LGA01,I. Abu,223,1,2025-10-23,yes,7.540917,11.251081
BAN-001158,S01215,Kudumi-Kudu,W015,LGA01,R. Kabo,71,2,2025-11-29,yes,7.540046,11.249731
BAN-001159,S02018,Kabashi,W031,LGA03,Z. Zubi,112,4,2025-10-27,yes,7.901677,11.34234
BAN-001160,S02018,Kabashi,W031,LGA03,K. Yaro,54,0,2025-11-21,yes,7.899411,11.34395
BAN-001161,S02018,Kabashi,W031,LGA03,U. Haru,101,3,2025-11-09,yes,7.90038,11.341254
BAN-001162,S02018,Kabashi,W031,LGA03,R. Pama,235,0,2025-10-25,yes,7.902091,11.342619
BAN-001163,S01469,Suluja-Tudun,W020,LGA01,Y. Musa,243,1,2025-11-30,yes,7.702902,11.128336
BAN-001164,S01469,Suluja-Tudun,W020,LGA01,R. Wada,17,0,2025-11-30,yes,7.702785,11.129436
BAN-001165,S01364,Bitija,W018,LGA02,U. Sule,166,0,2025-10-13,yes,7.596778,10.63253
BAN-001166,S01364,Bitija,W018,LGA02,U. Cham,61,2,2025-11-30,yes,7.599471,10.63164
BAN-001167,S01364,Bitija,W018,LGA02,I. Tanko,181,0,2025-10-15,yes,7.597469,10.633413
BAN-001168,S01089,Agzani,W014,LGA01,Y. Ede,81,1,2025-12-03,yes,7.388724,11.458098
BAN-001169,S01488,Sabawo,W020,LGA01,F. Umar,138,4,2025-11-14,yes,7.676543,11.137994
BAN-001170,S01488,Sabawo,W020,LGA01,Y. Sule,207,3,2025-11-19,yes,7.677337,11.140201
BAN-001171,S01488,Sabawo,W020,LGA01,Y. Umar,254,1,2025-11-26,yes,7.678341,11.138657
BAN-001172,S01488,Sabawo,W020,LGA01,F. Sule,164,1,2025-10-30,yes,7.676012,11.137338
BAN-001173,S00359,Uzbede,W004,LGA02,M. Gani,1,2,2025-11-30,yes,7.195038,10.672592
BAN-001174,S00359,Uzbede,W004,LGA02,S. Rabi,76,1,2025-10-27,yes,7.193886,10.672464
BAN-001175,S00359,Uzbede,W004,LGA02,B. Haru,219,4,2025-11-16,yes,7.193906,10.672263
BAN-001176,S00606,Adduma,W007,LGA01,K. Wada,53,0,2025-10-26,yes,7.371969,11.255943
BAN-001177,S00606,Adduma,W007,LGA01,F. Jibo,232,4,2025-10-13,yes,7.371315,11.254642
BAN-001178,S00606,Adduma,W007,LGA01,I. Funo,67,3,2025-11-30,yes,7.371379,11.254944
BAN-001179,S00606,Adduma,W007,LGA01,B. Umar,169,3,2025-11-25,yes,7.371699,11.254017
BAN-001180,S00092,Agtsiko-Gabas,W001,LGA01,I. Tanko,31,3,2025-10-01,yes,7.159643,11.091859
BAN-001181,S00307,Fabako,W003,LGA01,M. Lami,247,0,2025-11-17,yes,7.266277,11.106599
BAN-001182,S00307,Fabako,W003,LGA01,A. Lami,106,4,2025-10-17,yes,7.268868,11.104608
BAN-001183,S00307,Fabako,W003,LGA01,Y. Bala,65,4,2025-10-29,yes,7.265841,11.105822
BAN-001184,S00307,Fabako,W003,LGA01,I. Jibo,258,1,2025-11-17,yes,7.266631,11.105504
BAN-001185,S01691,Uzshatu,W025,LGA04,F. Bala,140,0,2025-11-29,yes,7.791138,11.11496
BAN-001186,S01820,Agyoja,W028,LGA04,H. Wada,77,2,2025-11-28,yes,7.899738,10.921461
BAN-001187,S01820,Agyoja,W028,LGA04,R. Nura,39,1,2025-11-16,yes,7.900106,10.920465
BAN-001188,S01820,Agyoja,W028,LGA04,H. Nura,164,0,2025-11-07,yes,7.899602,10.920486
BAN-001189,S01820,Agyoja,W028,LGA04,K. Tanko,82,1,2025-11-13,yes,7.898466,10.921162
BAN-001190,S01820,Agyoja,W028,LGA04,S. Dogo,105,1,2025-10-23,yes,7.897727,10.922181
BAN-001191,S02017,Sujide,W031,LGA03,S. Cham,137,1,2025-11-04,yes,7.893584,11.408731
BAN-001192,S00946,Ibmawa,W012,LGA02,Z. Tanko,227,1,2025-10-01,no,7.335202,10.532261
BAN-001193,S00946,Ibmawa,W012,LGA02,A. Jibo,55,4,2025-10-15,yes,7.336458,10.533393
BAN-001194,S00946,Ibmawa,W012,LGA02,U. Cham,16,4,2025-10-27,yes,7.335395,10.533367
BAN-001195,S00946,Ibmawa,W012,LGA02,Z. Abu,172,1,2025-10-09,yes,7.333759,10.532113
BAN-001196,S01234,Agngowa,W016,LGA02,Z. Pama,58,0,2025-10-24,no,7.637244,10.494375
BAN-001197,S01234,Agngowa,W016,LGA02,F. Cham,77,3,2025-11-28,yes,7.637076,10.493952
BAN-001198,S01234,Agngowa,W016,LGA02,H. Dogo,71,0,2025-10-23,yes,7.637147,10.492709
BAN-001199,S01234,Agngowa,W016,LGA02,A. Gani,197,1,2025-10-25,yes,7.636991,10.494718
BAN-001200,S01080,Adngodu,W014,LGA01,K. Lami,211,0,2025-11-20,yes,7.419937,11.423252
BAN-001201,S01766,Olngori,W027,LGA03,R. Oje,180,0,2025-11-09,yes,7.973179,11.454491
BAN-001202,S01766,Olngori,W027,LGA03,Z. Musa,89,4,2025-10-05,yes,7.973798,11.455056
BAN-001203,S01897,Fadusa,W029,LGA04,B. Gani,153,3,2025-10-29,yes,7.93441,11.024385
BAN-001204,S01296,Sariwa,W017,LGA03,U. Kabo,172,3,2025-11-14,yes,7.526382,11.399416
BAN-001205,S01867,Agwaja,W029,LGA04,F. Wada,173,0,2025-10-03,yes,7.946262,11.101016
BAN-001206,S01867,Agwaja,W029,LGA04,S. Cham,102,4,2025-10-08,yes,7.947092,11.09883
BAN-001207,S01867,Agwaja,W029,LGA04,H. Umar,211,2,2025-11-04,yes,7.949014,11.099509
BAN-001208,S00525,Tayona,W006,LGA01,B. Dogo,6,3,2025-11-11,yes,7.18673,11.301192
BAN-001209,S00525,Tayona,W006,LGA01,S. Dogo,18,1,2025-10-09,yes,7.188006,11.30346
BAN-001210,S00525,Tayona,W006,LGA01,U. Tanko,58,1,2025-10-24,yes,7.186408,11.301271
BAN-001211,S00525,Tayona,W006,LGA01,H. Nura,74,2,2025-10-22,yes,7.187529,11.302847
BAN-001212,S00013,Rizadu,W001,LGA01,I. Oje,84,0,2025-12-04,yes,7.039738,11.015926
BAN-001213,S00013,Rizadu,W001,LGA01,I. Ede,190,3,2025-11-17,yes,7.04034,11.018409
BAN-001214,S00464,Waludu,W006,LGA01,R. Tanko,64,4,2025-11-18,yes,7.14441,11.310634
BAN-001215,S00464,Waludu,W006,LGA01,A. Ede,29,2,2025-11-23,yes,7.145559,11.310793
BAN-001216,S00464,Waludu,W006,LGA01,R. Umar,115,3,2025-10-07,yes,7.145539,11.313206
BAN-001217,S00464,Waludu,W006,LGA01,I. Gani,23,4,2025-10-28,yes,7.144535,11.313074
BAN-001218,S00464,Waludu,W006,LGA01,I. Isa,150,1,2025-10-24,yes,7.145348,11.312489
BAN-001219,S00464,Waludu,W006,LGA01,U. Pama,136,3,2025-11-08,yes,7.144917,11.311865
BAN-001220,S01760,Rilana-Kudu,W027,LGA03,R. Oje,162,0,2025-11-29,no,7.893858,11.466532
BAN-001221,S01760,Rilana-Kudu,W027,LGA03,H. Bala,2,3,2025-11-13,yes,7.89506,11.46596
BAN-001222,S01760,Rilana-Kudu,W027,LGA03,R. Rabi,185,4,2025-10-13,no,7.894579,11.465736
BAN-001223,S00321,Bakota-Yamma,W003,LGA01,Z. Kabo,246,4,2025-11-09,yes,7.238626,11.121446
BAN-001224,S00321,Bakota-Yamma,W003,LGA01,H. Haru,192,0,2025-11-21,yes,7.239468,11.120091
BAN-001225,S00321,Bakota-Yamma,W003,LGA01,Z. Bala,233,2,2025-11-28,yes,7.238756,11.121544
BAN-001226,S01388,Yetsita,W019,LGA04,Z. Sule,92,3,2025-12-06,yes,7.603298,11.004196
BAN-001227,S01388,Yetsita,W019,LGA04,R. Ede,66,1,2025-10-16,yes,7.603835,11.005394
BAN-001228,S01388,Yetsita,W019,LGA04,F. Oje,257,2,2025-10-05,yes,7.602064,11.004191
BAN-001229,S00131,Sazashi,W002,LGA01,K. Nura,122,4,2025-10-11,yes,7.030079,10.866839
BAN-001230,S00131,Sazashi,W002,LGA01,Z. Zubi,23,0,2025-11-05,yes,7.026811,10.865993
BAN-001231,S00079,Warana,W001,LGA01,A. Yaro,251,1,2025-10-06,yes,7.059847,10.997604
BAN-001232,S01341,Gungode,W018,LGA02,Y. Oje,10,2,2025-10-30,yes,7.575583,10.663353
BAN-001233,S01341,Gungode,W018,LGA02,A. Gani,69,0,2025-10-03,yes,7.574232,10.663029
BAN-001234,S02347,Washari,W037,LGA03,M. Zubi,41,3,2025-10-04,yes,8.195342,11.555137
BAN-001235,S02347,Washari,W037,LGA03,U. Sule,10,2,2025-12-06,no,8.195456,11.554694
BAN-001236,S01052,Enbatu,W014,LGA01,K. Sule,172,0,2025-11-03,yes,7.357298,11.446996
BAN-001237,S01052,Enbatu,W014,LGA01,A. Nura,104,0,2025-11-18,yes,7.356692,11.448119
BAN-001238,S00699,Biriko,W008,LGA01,M. Funo,43,1,2025-12-02,yes,7.319889,10.81754
BAN-001239,S00699,Biriko,W008,LGA01,R. Tanko,219,0,2025-10-11,yes,7.321852,10.818885
BAN-001240,S01774,Damafa,W027,LGA03,H. Abu,206,0,2025-10-25,no,7.91331,11.509523
BAN-001241,S01774,Damafa,W027,LGA03,U. Sule,48,3,2025-10-21,yes,7.913242,11.508391
BAN-001242,S01774,Damafa,W027,LGA03,Z. Dogo,211,4,2025-10-03,yes,7.914033,11.508832
BAN-001243,S01774,Damafa,W027,LGA03,F. Abu,164,4,2025-11-27,yes,7.914484,11.511798
BAN-001244,S01587,Ibnasa,W022,LGA03,F. Funo,42,4,2025-12-04,no,8.168993,11.432547
BAN-001245,S00431,Katsidu,W006,LGA01,F. Umar,187,2,2025-10-24,yes,7.182336,11.311175
BAN-001246,S00431,Katsidu,W006,LGA01,F. Haru,236,4,2025-10-01,yes,7.180876,11.313063
BAN-001247,S01987,Sawayi,W030,LGA04,S. Nura,58,4,2025-11-18,yes,7.89291,10.60905
BAN-001248,S01987,Sawayi,W030,LGA04,U. Musa,101,0,2025-11-15,yes,7.894864,10.60801
BAN-001249,S00152,Ibngona-Arewa,W002,LGA01,K. Lami,214,0,2025-11-30,no,7.021564,10.88083
BAN-001250,S00152,Ibngona-Arewa,W002,LGA01,M. Kabo,48,3,2025-11-12,yes,7.022565,10.879442
BAN-001251,S02011,Adluba-Tsakiya,W031,LGA03,Z. Bala,65,3,2025-10-10,yes,8.044267,11.289728
BAN-001252,S00481,Dodufa-Tudun,W006,LGA01,A. Gani,38,4,2025-11-12,yes,7.271775,11.243925
BAN-001253,S01775,Yeyori-Arewa,W027,LGA03,B. Nura,203,3,2025-11-28,yes,7.902601,11.479878
BAN-001254,S01775,Yeyori-Arewa,W027,LGA03,K. Kabo,225,1,2025-11-29,yes,7.902671,11.481738
BAN-001255,S01775,Yeyori-Arewa,W027,LGA03,K. Lami,189,4,2025-12-07,yes,7.902595,11.481427
BAN-001256,S01775,Yeyori-Arewa,W027,LGA03,M. Yaro,126,0,2025-10-31,yes,7.901969,11.481011
BAN-001257,S00175,Dadesa,W002,LGA01,S. Pama,2,4,2025-10-02,yes,7.113313,10.785173
BAN-001258,S00175,Dadesa,W002,LGA01,I. Dogo,64,0,2025-10-29,yes,7.112067,10.784426
BAN-001259,S00175,Dadesa,W002,LGA01,F. Haru,15,1,2025-11-03,yes,7.113082,10.783322
BAN-001260,S01911,Harimi,W029,LGA04,F. Umar,149,0,2025-10-17,yes,7.95017,10.973952
BAN-001261,S01911,Harimi,W029,LGA04,S. Zubi,105,2,2025-11-25,yes,7.949891,10.972615
BAN-001262,S01911,Harimi,W029,LGA04,K. Umar,211,4,2025-10-21,no,7.949262,10.972815
BAN-001263,S01980,Umwade,W030,LGA04,A. Umar,165,0,2025-11-22,yes,7.909846,10.594487
BAN-001264,S01656,Satsishi-Kudu,W024,LGA04,S. Funo,247,4,2025-10-31,yes,7.798173,10.749334
BAN-001265,S01656,Satsishi-Kudu,W024,LGA04,U. Rabi,251,2,2025-12-03,yes,7.798858,10.747821
BAN-001266,S01966,Umluri-Sabo,W030,LGA04,Z. Dogo,97,3,2025-11-24,yes,7.932775,10.739163
BAN-001267,S01966,Umluri-Sabo,W030,LGA04,B. Cham,107,2,2025-10-25,yes,7.933212,10.740352
BAN-001268,S01966,Umluri-Sabo,W030,LGA04,A. Abu,84,2,2025-10-06,yes,7.933538,10.739494
BAN-001269,S01966,Umluri-Sabo,W030,LGA04,H. Ede,101,0,2025-10-24,yes,7.933168,10.73897
BAN-001270,S01966,Umluri-Sabo,W030,LGA04,H. Isa,149,4,2025-11-19,yes,7.933795,10.738989
BAN-001271,S01966,Umluri-Sabo,W030,LGA04,Z. Wada,204,4,2025-10-09,yes,7.932549,10.73896
BAN-001272,S01702,Wakomi,W025,LGA04,Y. Dogo,214,4,2025-11-23,yes,7.80897,11.062526
BAN-001273,S00272,Dalama,W003,LGA01,H. Lami,176,2,2025-11-06,yes,7.341238,11.036652
BAN-001274,S00272,Dalama,W003,LGA01,F. Haru,180,4,2025-10-17,yes,7.341228,11.036308
BAN-001275,S00272,Dalama,W003,LGA01,F. Lami,199,3,2025-11-26,yes,7.340758,11.037829
BAN-001276,S00272,Dalama,W003,LGA01,U. Kabo,248,3,2025-11-17,yes,7.342374,11.037543
BAN-001277,S02116,Adshami,W033,LGA03,I. Abu,149,2,2025-12-05,yes,7.976464,11.178253
BAN-001278,S02116,Adshami,W033,LGA03,F. Gani,32,4,2025-10-18,yes,7.975,11.177969
BAN-001279,S00940,Kabafa-Yamma,W012,LGA02,I. Musa,226,3,2025-10-24,yes,7.331441,10.493505
BAN-001280,S00765,Lomashi,W008,LGA01,A. Kabo,16,3,2025-12-04,yes,7.208192,10.905656
BAN-001281,S00765,Lomashi,W008,LGA01,S. Nura,195,3,2025-10-18,yes,7.210373,10.904875
BAN-001282,S00765,Lomashi,W008,LGA01,K. Yaro,159,3,2025-11-22,yes,7.209401,10.905153
BAN-001283,S00765,Lomashi,W008,LGA01,B. Dogo,200,4,2025-11-23,yes,7.207891,10.904588
BAN-001284,S00765,Lomashi,W008,LGA01,F. Dogo,28,4,2025-10-07,yes,7.209404,10.904584
BAN-001285,S02304,Zashale-Yamma,W036,LGA04,F. Haru,241,1,2025-10-03,yes,8.149041,10.731115
BAN-001286,S02304,Zashale-Yamma,W036,LGA04,K. Kabo,145,2,2025-10-25,yes,8.148566,10.732659
BAN-001287,S00859,Waludu-Kofar,W010,LGA02,S. Cham,10,0,2025-10-28,yes,7.42201,10.8842
BAN-001288,S00859,Waludu-Kofar,W010,LGA02,Y. Bala,225,3,2025-11-04,yes,7.423317,10.8836
BAN-001289,S01372,Haduta,W019,LGA04,R. Kabo,149,3,2025-10-16,yes,7.685102,10.864792
BAN-001290,S01372,Haduta,W019,LGA04,H. Nura,130,2,2025-10-18,yes,7.684142,10.864653
BAN-001291,S01372,Haduta,W019,LGA04,R. Gani,124,4,2025-11-04,yes,7.68452,10.863693
BAN-001292,S01372,Haduta,W019,LGA04,H. Tanko,67,2,2025-12-07,yes,7.682619,10.864612
BAN-001293,S01372,Haduta,W019,LGA04,A. Funo,217,1,2025-10-02,yes,7.684935,10.864828
BAN-001294,S01588,Umtsidu,W022,LGA03,U. Tanko,120,1,2025-11-20,yes,8.122499,11.538011
BAN-001295,S02327,Bizade-Kofar,W037,LGA03,Z. Lami,223,4,2025-12-04,yes,8.231054,11.469861
BAN-001296,S02327,Bizade-Kofar,W037,LGA03,Y. Yaro,134,4,2025-12-05,yes,8.230118,11.470117
BAN-001297,S02216,Enshade,W034,LGA03,B. Haru,178,2,2025-11-24,yes,8.269142,11.206128
BAN-001298,S02216,Enshade,W034,LGA03,I. Nura,32,0,2025-11-08,yes,8.269264,11.20623
BAN-001299,S00638,Nusashi,W007,LGA01,A. Lami,203,0,2025-11-21,yes,7.320494,11.22187
BAN-001300,S00638,Nusashi,W007,LGA01,H. Umar,24,1,2025-10-09,yes,7.320707,11.220579
BAN-001301,S00638,Nusashi,W007,LGA01,Z. Bala,226,3,2025-10-14,yes,7.320638,11.221366
BAN-001302,S00314,Suyoko,W003,LGA01,A. Kabo,237,2,2025-11-02,yes,7.259574,11.127454
BAN-001303,S00314,Suyoko,W003,LGA01,K. Umar,124,4,2025-10-14,yes,7.257145,11.12559
BAN-001304,S00095,Kashako,W001,LGA01,Y. Kabo,192,2,2025-11-23,yes,7.022311,11.009559
BAN-001305,S00095,Kashako,W001,LGA01,H. Bala,7,0,2025-11-19,no,7.024322,11.008442
BAN-001306,S00282,Fazaba,W003,LGA01,M. Umar,190,1,2025-10-04,yes,7.450564,10.990563
BAN-001307,S01795,Ennaba,W028,LGA04,K. Abu,229,1,2025-10-09,yes,7.887184,10.881808
BAN-001308,S02437,Lowale,W039,LGA04,B. Funo,161,4,2025-11-16,yes,8.34834,10.937061
BAN-001309,S02437,Lowale,W039,LGA04,H. Wada,220,0,2025-11-10,yes,8.349587,10.937603
BAN-001310,S02437,Lowale,W039,LGA04,Z. Dogo,184,4,2025-12-09,yes,8.349595,10.937072
BAN-001311,S00619,Doriru,W007,LGA01,Y. Nura,23,1,2025-10-07,yes,7.412807,11.252379
BAN-001312,S01254,Okkoma,W016,LGA02,S. Rabi,45,0,2025-11-29,yes,7.57975,10.437014
BAN-001313,S01994,Agbaba,W031,LGA03,U. Ede,44,0,2025-10-25,yes,7.970609,11.339215
BAN-001314,S01994,Agbaba,W031,LGA03,Z. Lami,94,3,2025-10-21,yes,7.969649,11.338488
BAN-001315,S01994,Agbaba,W031,LGA03,U. Abu,245,4,2025-10-14,yes,7.969936,11.338262
BAN-001316,S01994,Agbaba,W031,LGA03,K. Zubi,54,3,2025-11-20,yes,7.97006,11.339824
BAN-001317,S01994,Agbaba,W031,LGA03,S. Nura,196,3,2025-10-16,yes,7.97032,11.338944
BAN-001318,S01994,Agbaba,W031,LGA03,S. Gani,138,2,2025-10-12,yes,7.968248,11.341497
BAN-001319,S01994,Agbaba,W031,LGA03,I. Isa,12,0,2025-12-02,yes,7.970069,11.340739
BAN-001320,S01543,Lolashi,W021,LGA02,A. Umar,85,4,2025-10-07,yes,7.881378,10.542958
BAN-001321,S01543,Lolashi,W021,LGA02,Z. Funo,57,2,2025-12-09,yes,7.884487,10.542606
BAN-001322,S01852,Hawani,W029,LGA04,S. Jibo,122,0,2025-10-29,yes,7.945141,11.08961
BAN-001323,S01852,Hawani,W029,LGA04,Y. Isa,64,4,2025-10-22,yes,7.945922,11.087544
BAN-001324,S01852,Hawani,W029,LGA04,R. Yaro,112,3,2025-12-02,yes,7.946075,11.087202
BAN-001325,S00592,Sariwa-Gabas,W007,LGA01,M. Oje,66,4,2025-12-04,yes,7.364903,11.165384
BAN-001326,S00592,Sariwa-Gabas,W007,LGA01,Y. Jibo,191,3,2025-11-02,yes,7.364621,11.164319
BAN-001327,S02339,Umluyi,W037,LGA03,Z. Pama,101,1,2025-11-28,yes,8.212631,11.564628
BAN-001328,S02339,Umluyi,W037,LGA03,U. Tanko,238,3,2025-10-24,yes,8.209912,11.564958
BAN-001329,S02339,Umluyi,W037,LGA03,S. Lami,195,0,2025-10-19,yes,8.211695,11.564939
BAN-001330,S02339,Umluyi,W037,LGA03,B. Umar,25,4,2025-10-30,yes,8.210294,11.562107
BAN-001331,S02339,Umluyi,W037,LGA03,Y. Abu,42,0,2025-12-01,yes,8.20961,11.564071
BAN-001332,S00795,Mabadu,W009,LGA02,S. Ede,8,1,2025-10-22,yes,7.528115,10.977649
BAN-001333,S00795,Mabadu,W009,LGA02,F. Ede,104,4,2025-10-01,no,7.527538,10.97799
BAN-001334,S00795,Mabadu,W009,LGA02,F. Haru,55,4,2025-11-20,yes,7.530391,10.976477
BAN-001335,S00795,Mabadu,W009,LGA02,I. Yaro,186,1,2025-10-23,yes,7.529696,10.978959
BAN-001336,S00665,Irsale,W008,LGA01,R. Tanko,45,1,2025-12-05,yes,7.162516,10.923894
BAN-001337,S00665,Irsale,W008,LGA01,M. Funo,10,3,2025-11-30,yes,7.162896,10.923252
BAN-001338,S00439,Hasawo,W006,LGA01,S. Bala,43,0,2025-11-21,no,7.172601,11.31238
BAN-001339,S00439,Hasawo,W006,LGA01,R. Sule,221,4,2025-10-20,yes,7.172486,11.31208
BAN-001340,S00439,Hasawo,W006,LGA01,M. Ede,63,0,2025-11-28,yes,7.17326,11.314158
BAN-001341,S01390,Ibbewo,W019,LGA04,K. Tanko,129,3,2025-10-22,yes,7.588504,11.028138
BAN-001342,S01390,Ibbewo,W019,LGA04,A. Dogo,258,1,2025-10-22,yes,7.58766,11.029746
BAN-001343,S01390,Ibbewo,W019,LGA04,U. Kabo,97,3,2025-10-14,no,7.587843,11.030743
BAN-001344,S00780,Oltsini,W008,LGA01,B. Oje,65,3,2025-12-03,yes,7.442594,10.94989
BAN-001345,S00780,Oltsini,W008,LGA01,B. Yaro,20,4,2025-10-29,yes,7.444033,10.950048
BAN-001346,S00397,Uzjimi,W005,LGA02,K. Haru,139,2,2025-10-25,yes,7.386779,10.732677
BAN-001347,S00397,Uzjimi,W005,LGA02,M. Pama,141,0,2025-10-13,yes,7.385845,10.733741
BAN-001348,S00397,Uzjimi,W005,LGA02,S. Pama,93,3,2025-10-21,yes,7.385994,10.732024
BAN-001349,S00507,Ibdeba,W006,LGA01,B. Musa,212,2,2025-11-19,yes,7.255421,11.212263
BAN-001350,S00507,Ibdeba,W006,LGA01,K. Dogo,184,4,2025-10-15,yes,7.253441,11.212807
BAN-001351,S02097,Agsale,W032,LGA04,H. Zubi,100,1,2025-10-03,yes,8.049886,10.893801
BAN-001352,S00689,Olwatu,W008,LGA01,K. Funo,252,4,2025-11-01,yes,7.331303,10.847049
BAN-001353,S00652,Harani,W007,LGA01,R. Umar,32,4,2025-10-10,no,7.369941,11.241286
BAN-001354,S00652,Harani,W007,LGA01,B. Ede,84,4,2025-10-05,yes,7.36852,11.242805
BAN-001355,S00652,Harani,W007,LGA01,F. Musa,215,1,2025-11-01,yes,7.369918,11.244127
BAN-001356,S00652,Harani,W007,LGA01,F. Gani,20,3,2025-10-10,yes,7.369846,11.242298
BAN-001357,S02064,Agdena,W032,LGA04,F. Rabi,32,3,2025-11-12,yes,8.064638,10.852389
BAN-001358,S02064,Agdena,W032,LGA04,H. Jibo,231,2,2025-11-14,yes,8.064068,10.852239
BAN-001359,S00009,Uzrita,W001,LGA01,U. Haru,110,2,2025-10-29,no,7.146158,11.171243
BAN-001360,S00009,Uzrita,W001,LGA01,S. Tanko,64,2,2025-11-22,yes,7.147048,11.170471
BAN-001361,S00009,Uzrita,W001,LGA01,I. Cham,55,0,2025-11-30,yes,7.146695,11.173309
BAN-001362,S00009,Uzrita,W001,LGA01,K. Tanko,70,2,2025-10-20,yes,7.145443,11.17129
BAN-001363,S00009,Uzrita,W001,LGA01,H. Wada,214,4,2025-11-15,yes,7.146316,11.170716
BAN-001364,S00799,Rikotu,W009,LGA02,F. Bala,235,3,2025-11-19,yes,7.53012,11.006392
BAN-001365,S02207,Kuberi,W034,LGA03,B. Isa,186,0,2025-10-27,yes,8.252909,11.19062
BAN-001366,S02207,Kuberi,W034,LGA03,S. Ede,245,4,2025-10-19,yes,8.254055,11.190612
